,level_0,index,Index,item_id,seller_id,listing_title,listing_description,listing_price,category_sk,category_l1_name_en,category_l2_name_en,category_l3_name_en,Final_Area,Key
343,313,24992,24994,24993,18738,Walking ring,Walking ring for girls almost brand new,250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
344,324,25681,25683,25682,19197,Baby Boy's clothing 6-12 mths,Twin boy clothing various R120 for both. Hardly used,120.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
345,333,26589,26591,26590,19772,Pram and car seat combo,Pram and car seat both for sale. Good condition selling together.,1000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
346,334,26631,26633,26632,3916,Camera monitor with sound,Baby camera monitor with sound. Well.used. in working order.,250.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
347,336,26783,26785,26784,19906,Kids brand new clothes for sale,We have baby items from vest to growers,80.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
348,349,28062,28064,28063,20719,For Sale: Mahogany Sleigh Cot Excellent Condition,"For Sale: Mahogany Sleigh Cot in Excellent Condition. Price: R3400. Collection: Hillcrest, Durban. Contact: 082 531 4694",3400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
349,372,29985,29987,29986,21872,Graco Pram and Car seat and Fisher Price Rocker For Sale,"2nd hand baby goods for sale
still in good condition",1500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
350,380,30405,30407,30406,22119,Leapfrog laptop for kids,New but no box,300.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
351,389,30850,30852,30851,22376,baby pram in Excellent condition,baby pram in excellent condition .only used twice.asking 600 onco 0732488581,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
352,394,30965,30967,30966,10534,Baby High Chair,Baby feeding chair for sale. R350. Phone calls only 0812306391. If you are seeing this ad it is still available.,350.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
353,435,34034,34036,34035,24171,Intex play pen,Neva used great fun for kids 3-18 months,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
354,436,34116,34118,34117,24215,White baby compactum,Good condition,1800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
355,459,35489,35491,35490,25018,baby clothes,"Baby boy clothes jean R60, tshirt R40,1-3 months, body warmer R60, codro pant R40 6-12 months all from woolies, jersey R60 3-6months from edgars, girls shoes size 6 R100 if interested contact 0733460416
gi.",60.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
356,481,36686,36688,36687,25706,Baby bath tub with stand,Tub has a built-in baby seat can be used on its own or with stand .the stand is still in its plastic packaging,450.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
357,490,37376,37378,37377,26091,"Walking Ring, as new","Walking Ring,in excellent condition, hardly used.  Adjustable heights and plays tunes.
0837013823",300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
358,16,1697,1697,1697,1625,Baby bAmbo seat,"Purple bAmbo seat
With straps 
200 neg",200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Emfuleni Local Municipality,"Prams, Cots & Equipment :  Emfuleni Local Municipality"
359,66,5327,5327,5327,4759,Chelino Travel system,Chelino pram with car seat and base,1600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Emfuleni Local Municipality,"Prams, Cots & Equipment :  Emfuleni Local Municipality"
360,70,5499,5499,5499,4908,eating tray,green eating seat.it can tilt back and strap baby in.,800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Emfuleni Local Municipality,"Prams, Cots & Equipment :  Emfuleni Local Municipality"
361,84,6838,6838,6838,5985,Wrist Rattles,Rattled for babies,60.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Emfuleni Local Municipality,Toddler's Clothing & Accessories :  Emfuleni Local Municipality
362,106,8338,8338,8338,7201,baby stuff with snuggletime baby travel napper**whatsapp doesn't work*,"2 baby bath seats,telament colic drops still sealed,tantol medi moisturising baby lotion, tantol medi baby bum cream,jelly tots brush and comb set,carriwell maternity hospital panties,carriewell maternity pads extra large amd ultra absorbent 12 pads all st",350.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Emfuleni Local Municipality,"Prams, Cots & Equipment :  Emfuleni Local Municipality"
363,242,19207,19209,19208,15006,Little One Camping Cot,Little One Camping Cot,500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Emfuleni Local Municipality,"Prams, Cots & Equipment :  Emfuleni Local Municipality"
364,405,32051,32053,32052,23051,Child bear photographic costume age 1 to 2 years,Child bear photographic costume 1 to 2 year. Hand made. Fully Adjustable Velcro. Soft and child friendly. Ann Geddes inspired.,200.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Emfuleni Local Municipality,Toddler's Clothing & Accessories :  Emfuleni Local Municipality
365,441,34382,34384,34383,4908,baby play matt,baby play mat almost new,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Emfuleni Local Municipality,"Prams, Cots & Equipment :  Emfuleni Local Municipality"
366,452,35049,35051,35050,24755,Nearly New Kids Clothing,"Girls clothing.
like new - only worn few times by 1 child.
age newborn to 10 years.
summer and/or winter.
incl all essentials.
price negotiable.
selling for apprx 25% of original value.
minimum sale R1000.",1000.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Emfuleni Local Municipality,Toddler's Clothing & Accessories :  Emfuleni Local Municipality
367,469,35823,35825,35824,21479,Nania Car seat,Straps adjustable and can be secured in a car seat for safety. Washable material,250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Emfuleni Local Municipality,"Prams, Cots & Equipment :  Emfuleni Local Municipality"
368,477,36340,36342,36341,25526,Beautifull girls dresses,Can be sold seperatly or take all 3 for R150. Only worn once,150.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Emfuleni Local Municipality,Toddler's Clothing & Accessories :  Emfuleni Local Municipality
369,17,1706,1706,1706,1632,Chico baby car seat,Chico baby car seat,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
370,22,2076,2076,2076,1962,Red baby car seat,It is a red car seat still looking brand new you can negotiate the price and the sell is urgent... I will whatsApp photos if required. 0815045881Elize the picture is just an example,300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
371,125,10054,10054,10054,8523,Jacket,Black not genuine leather jacket,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
372,252,20396,20398,20397,3664,Goodbaby feeding chair,I'm selling this feeding chair still in good condition call me if interested on 0781817140,350.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
373,309,24645,24647,24646,18532,Snookums warmer,Snookums food and bottle warmer,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
374,317,25153,25155,25154,18851,Mahogany Sleigh Cot,"I have a sleigh cot in mahogany available.
No mattress.
Cot was used and has a few minor nicks and scratches.",2000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
375,437,34199,34201,34200,3664,Goodbaby chair and feeding chair,I'm selling my car chair and feeding chair still in excellent  condition call me on 078181 7140,500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
376,467,35798,35800,35799,25203,Cadii box tas te koop,Box tas te koop in goeie toestand,350.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
377,488,37179,37181,37180,25981,Jeep bsby carrier,"Its jeep baby carrier still in good condition,you can call or send a call back on 079 339 1972",300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
378,24,2116,2116,2116,1999,Angle care monitor te koop,"Monitor met ""pad"" te koop.",850.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
379,65,5307,5307,5307,4746,3 in 1 cot for sale,3 in 1 kot te koop. Dit haal uitmekaar en raak n enkel bed met n bedkassie,8000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
380,112,9111,9111,9111,7792,Safeway ISOFIX car seat,Car seat in mint condition!! Top part can be extendend..,900.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
381,133,11198,11198,11198,9376,Baby stroller,Titanium baby stroller,500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
382,158,13378,13380,13379,10974,Camping Cot,"Camping cot, never been used,was a present and we already bought one for our baby",480.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
383,173,14513,14515,14514,11793,Walker,New Chelino Walker - still in box,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
384,181,14862,14864,14863,12041,swimming aid,Brand new still in plastic,100.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
385,188,15159,15161,15160,12248,Graco camping cot,Graco pack and play camping cot. As good as new!!!,1200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
386,232,18440,18442,18441,11793,Baby musical toilet chair (multi-function),New musical 2-in-1 chair / toilet- still in packaging (Bloemfontein),170.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
387,237,18774,18776,18775,14709,Baby carrier,Chicco baby carrier : Bloemfontein,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
388,254,20435,20437,20436,15840,Angelcare Nappy Bin,"Very good condition, no refill",70.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
389,330,26272,26274,26273,19581,Baby walker,Baby walker,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
390,384,30627,30629,30628,22245,Bambino Stroller goeie kondisie. Paar keer gebruik. Goeie Kondisisie,Goeie kondisie stroller. Paar keer gebruik. Kontak gerus vir navrae.,800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
391,399,31563,31565,31564,1130,Baby Jolly jumper,Handy jolly jumper with safety hooks on top.,250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
392,409,32194,32196,32195,23130,Princess walking ring,Very good condition,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
393,423,33077,33079,33078,23638,Baba pouch!,Baby pouch. Wonderlike manier om jou kleinding rond te dra gerieflik v jou en baba,80.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
394,482,36703,36705,36704,11793,Baby Camp cot,"Chelino Camp Cot - New - in bag, never used or setup
(similar to the one in the picture, only colour difference: grey/white)
(Bloemfontein)",450.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Mangaung Metropolitan Municipality,"Prams, Cots & Equipment :  Mangaung Metropolitan Municipality"
395,25,2324,2324,2324,2191,Tommee Tippee Electric Breast Pump,Brand new. Never been used. Excludes bottle. (New R1300),900.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
396,37,3025,3025,3025,2191,Medela Maxi Swing Double Electric Breast Pump,Good as new double electric breast pump. 100% working order. Excellent condition. Comes with a carry bag. (New R4899.00),2500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
397,38,3125,3125,3125,2889,Cot for sale - solid wood,"wood cot for sale - solid

needs a mattress",600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
398,41,3245,3245,3245,2889,Kiddies chair,foldable chair,140.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
399,57,4759,4759,4759,4292,18-24 months Girl clothes,Three dresses; 15 tops/t-shirts; two long sleeve shirts; three pairs of shorts; five jackets; two pairs of pj's + extra pj short; one pair of pantyhose; one pair of shoes nr 5 slip ons; 5 pairs of jeans; Tinkerbell costume (2 piece); two pairs of three-qua,500.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Nelson Mandela Bay Metropolitan Municipality,Toddler's Clothing & Accessories :  Nelson Mandela Bay Metropolitan Municipality
400,160,13489,13491,13490,6006,Naartjie shirt and skirt set,Size 3-4. Can whatsapp 0826024231,50.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Nelson Mandela Bay Metropolitan Municipality,Toddler's Clothing & Accessories :  Nelson Mandela Bay Metropolitan Municipality
401,177,14721,14723,14722,11940,Sling,In perfect condition,100.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Nelson Mandela Bay Metropolitan Municipality,Toddler's Clothing & Accessories :  Nelson Mandela Bay Metropolitan Municipality
402,192,15702,15704,15703,12614,Geox for kids,"Girls brand new Geox shoes from size 11,12 and 13..still new from the price of R899 to R600 coming out with the original box with the original price 
Contact no: 0813038004",600.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Nelson Mandela Bay Metropolitan Municipality,Toddler's Clothing & Accessories :  Nelson Mandela Bay Metropolitan Municipality
403,195,15902,15904,15903,12753,Chelino Baby car seat,Very neat car seat for sale.,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
404,222,17691,17693,17692,12921,"Graco pram , baby rocker","Graco literider pram good condition R250 , baby rocker R100 car seat R150 call 0842275527 or wattsup 0628013549",250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
405,231,18422,18424,18423,7886,Tiny Love 3 in 1 rocker,"BARGAIN! Your little one will love the gentle vibration, rocking and music. Can be converted into a chair. Barely used. Retail price R1,800.
For Sale R900 neg
0716839527",900.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
406,299,23981,23983,23982,18140,Hou baba desig vir uure,Speel hou baba besug,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
407,308,24623,24625,24624,18518,Baby cot duvets and pillow slips,Baby cot duvets and pillow slips r 170 per set hand made,170.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
408,357,29063,29065,29064,21323,boys clothing. only one owner. 0-3 months.,Boys gently worn clothing. Only 1 owner. 350 for 38 items or 15r each. Call or whatsapp 0833833475.,350.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, Nelson Mandela Bay Metropolitan Municipality,Toddler's Clothing & Accessories :  Nelson Mandela Bay Metropolitan Municipality
409,358,29094,29096,29095,21341,Chelino twin/tandem stroler,Chelino twin/tandem stroler in excellent condition,1800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
410,376,30180,30182,30181,21988,Selling pram,"Chelino pram,still in a good condition, I used it for few months",650.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
411,408,32184,32186,32185,23122,Pink harmony vibrating chair,Pink and purple baby chair vibrates a d plays harmony,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
412,416,32574,32576,32575,23343,Baby pram,Baby pram for R600,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
413,427,33353,33355,33354,23782,Me & U pram for sale,Red Me&U pram for sale R500 not negotiable can call me on 078 709 6293 or whatsapp,500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
414,428,33382,33384,33383,23803,Nappy dispenser,A nappy dispenser that's in good condition and very easy to use,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
415,479,36549,36551,36550,25635,Angelcare nappy bin,"Angelcare nappy bin
R200
Medium size, instructions included
Small black mark on the top, but not damaged",200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Nelson Mandela Bay Metropolitan Municipality,"Prams, Cots & Equipment :  Nelson Mandela Bay Metropolitan Municipality"
416,42,3277,3277,3277,3017,Toddler girl's shoes size 3 & 4,"3 pairs of gum boots size 4 (the plain pink r from the UK & are a size 3). 1 pair of smart black boots (hardly worn, perfect condition  size 4). 1 pair of Puma sneakers bought in the UK size 4,5. 1 pair funmates size 4. For collection in Krugersdorp",350.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
417,283,22132,22134,22133,16964,Deryan Peuter Box (Travel/Camp cot),Woried about where your little one will sleep when travelling...worry no more with this comfortable Travel/Camp cot from Deryan at only R1800.00,1800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
418,344,27704,27706,27705,20497,Baby chair,baby eating chair self collect R100 Krugersdorp,100.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
419,54,4638,4638,4638,4183,Chelino Pram/Stroller,"Chelino Baby Pram/Stroller. Almost brand new, only used for a day or two. 3 wheeler. Can carry children upto 5 years of age. Very strong & foldable.",600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
420,307,24400,24402,24401,18390,Baby car seater,"i have a nice baby car seater with, m sellng nw tht my baby is old.",300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
421,59,4866,4866,4866,4381,Rocking chair with foot rest,White comfortable wooden rocking chair,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
422,67,5352,5352,5352,1959,Baby walking ring,Perfect condition,390.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
423,251,20069,20071,20070,15578,camping cot. loopring,Camping cot en loopring,450.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
424,76,5819,5819,5819,5164,Carseat and BathStand for BabyGirl,Used BabyGirl BathStand and Carseat no longer in use. still in good condition.,1400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
425,98,7760,7760,7760,6733,Baby monitoring system (to swop),"Got Angel Care baby monitor ( in good working condition). Want to swop/exchange for household furniture/appliance. E.g. Fridge, bed, TV etc",123.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
426,413,32364,32366,32365,5164,Carseat and Bath for BabyGirl,Carseat and Bath still in good condition no longer being used.,1800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
427,86,6930,6930,6930,6059,"stokke pram for sale, Bargain","Stokke pram for sale
Can be delivered in Cape town. In Oudtshoorn at the moment.
Bargain at this price
Please contact 0727846732",10000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
428,93,7367,7367,7367,6413,Baby swing,Baby swing in very good condition,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
429,146,12388,12390,12389,10266,iCandy Peach 2 in Black Magic with accessories,iCandy Peach 2 in Black Magic with accessories,2000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
430,149,12567,12569,12568,10393,Toddler Spider Man Bed,Toddler bedjie . Skaar 4 maande oud. My kind het n maand max geslaap op hom. Ek gee matras by hy nooit op di matras geslaap ni hy het op di duvet geslaap.Rede vir verkoop hy het n enkel bed gekry. Bufflespoot area . Ek kan die bed aflaai op n sondag slegs ,800.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
431,209,16908,16910,16909,13448,2D muurprent,"2m x 1 m prent te koop. Ek het 2 x duvets covers, 2 x kontinentale kussingslope en 2 standaard slope wat alles bymekaar pas wat addisioneel saam geneem kan word.",600.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
432,259,20859,20861,20860,16113,Little One Cot,"Still in excellent condition (did not use it much) 
Whatsapp me 0721035008",450.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
433,347,27965,27967,27966,16113,Little One Cot,"Still in excellent condition (did not use it much)
Whatsapp me 0721035008",450.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
434,115,9331,9331,9331,4104,Camper puik toestand,"Camper with matress lifter, sunshade,  changing mat , milkholders in excelent condition",900.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
435,168,14130,14132,14131,11507,Baby stroller for sale,Quality Baby stroller at wholesale prices,1200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
436,174,14517,14519,14518,4104,Bear camper mint,Bear camper in mint condition,500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
437,234,18553,18555,18554,14551,celino kar stoel,Do not need it need the money,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
438,246,19658,19660,19659,15306,Nuk Bottles for sale!,"Second hand Nuk bottles for sale.
Bottels is 2 years old",300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, Matlosana Local Municipality,"Prams, Cots & Equipment :  Matlosana Local Municipality"
